,statsbomb_xg,goal,time,player,team,shot_distance,inside_18,shot_angle,bodypart,technique,first_touch,assist,state_of_play
0,0.1574537,False,0,Khadija Monifa Shaw,Manchester City WFC,13.2310241478126,True,55.47,Right Foot,Volley,True,Low Pass,Open Play - Shot
1,0.08949469,False,2,Khadija Monifa Shaw,Manchester City WFC,9.48103369891701,True,52.28,Left Foot,Volley,True,High Pass,Open Play - Shot
2,0.009850354,False,4,Laura Coombs,Manchester City WFC,26.109385285755007,False,60.39,Right Foot,Ground,False,Ground Pass,Open Play - Shot
3,0.11504858,False,4,Khadija Monifa Shaw,Manchester City WFC,13.607718398026904,True,29.01,Left Foot,Ground,True,Ground Pass,Open Play - Shot
4,0.015117581000000001,False,5,Ingrid Filippa Angeldal,Manchester City WFC,34.55835644240044,False,77.97,Right Foot,Ground,False,Ground Pass,Open Play - Shot
5,0.061264772,False,6,Laura Coombs,Manchester City WFC,19.718519214180354,False,75.61,Right Foot,Ground,False,Ground Pass,Open Play - Shot
6,0.013548944,False,7,Lauren Hemp,Manchester City WFC,30.994354324618538,False,58.05,Left Foot,Ground,False,Ground Pass,Open Play - Shot
7,0.06788527,False,10,Lauren Hemp,Manchester City WFC,16.181779877380603,True,74.59,Right Foot,Ground,False,Unassisted,Open Play - Shot
8,0.031743348000000005,False,10,Chloe Kelly,Manchester City WFC,18.33712082089225,True,137.87,Right Foot,Ground,False,Ground Pass,Open Play - Shot
9,0.018035196,False,10,Stephanie Houghton,Manchester City WFC,27.903404810166094,False,56.99,Right Foot,Ground,False,Ground Pass,Open Play - Shot
10,0.07351451,False,12,Chloe Kelly,Manchester City WFC,21.180415482232632,False,58.71,Right Foot,Ground,False,Ground Pass,Open Play - Shot
11,0.020830942,False,15,Laura Coombs,Manchester City WFC,29.88728826775691,False,72.47,Right Foot,Volley,False,Ground Pass,Open Play - Shot
12,0.024402427,False,17,Leila Ouahabi El Ouahabi,Manchester City WFC,25.366513359151277,False,70.42,Left Foot,Ground,True,High Pass,Open Play - Shot
13,0.18178815,False,23,Chloe Kelly,Manchester City WFC,10.062305898749054,True,63.43,Left Foot,Ground,True,Ground Pass,Open Play - Shot
14,0.05348577,False,27,Nikola Karczewska,Tottenham Hotspur Women,17.607100840286005,True,135.23,Right Foot,Ground,True,High Pass,Open Play - Shot
15,0.14828683,True,30,Celin Bizet Ildhusøy,Tottenham Hotspur Women,12.701574705523726,True,139.79,Right Foot,Ground,True,Low Pass,Open Play - Shot
16,0.09177977,False,38,Khadija Monifa Shaw,Manchester City WFC,7.694153624668533,True,81.03,Head,Ground,False,High Pass,Open Play - Shot
17,0.1551822,False,38,Khadija Monifa Shaw,Manchester City WFC,7.917701686727027,True,117.86,Head,Ground,False,High Pass,Open Play - Shot
18,0.03256424,False,44,Chloe Kelly,Manchester City WFC,22.163257883262556,True,37.85,Right Foot,Ground,False,High Pass,Open Play - Shot
19,0.09147741,False,45,Khadija Monifa Shaw,Manchester City WFC,19.6091815229499,False,88.25,Right Foot,Ground,False,Unassisted,Open Play - Shot
20,0.15095037,True,46,Khadija Monifa Shaw,Manchester City WFC,5.860034129593442,True,115.25,Head,Ground,False,Unassisted,Open Play - Shot
21,0.7835000000000001,True,1,Khadija Monifa Shaw,Manchester City WFC,11.900420160649796,True,90.48,Right Foot,Ground,False,Unassisted,Set Piece - Penalty
